Problem ID, Quality, Stability
cross_pmps_1,2.25585613974,1.0
cross_pmps_10,2.32449211528,1.0
cross_pmps_2,2.33372559182,1.0
cross_pmps_3,2.15076217945,1.0
cross_pmps_4,2.23397652066,1.0
cross_pmps_5,2.0311399218,1.0
cross_pmps_6,2.2318869438,1.0
cross_pmps_7,2.28685924984,1.0
cross_pmps_8,2.05382090679,1.0
cross_pmps_9,2.05696739954,1.0
